             0	     0.0820728	       3.63662
           0.2	       1.01127	      -1.91818
           0.4	      0.388482	      -4.70914
           0.6	       2.19096	     -0.517349
           0.8	       0.58752	       3.12955
             1	      0.293492	       3.00844
           1.2	      0.329286	        4.2934
           1.4	      -2.81958	       2.15748
           1.6	      -1.42891	      -4.32785
           1.8	       4.00398	      -3.39807
